TIME,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24,Sensor_25,Sensor_26,Sensor_27,Sensor_28,Sensor_29,Sensor_30,Sensor_31,Sensor_32,Sensor_33,Sensor_34,Sensor_35,Sensor_36,Sensor_37,Sensor_38,Sensor_39,Sensor_40,Sensor_41,Sensor_42,Sensor_43,Sensor_44,Sensor_45,Sensor_46,Sensor_47,Sensor_48,Sensor_49,Sensor_50,Sensor_51,Sensor_52,Sensor_53,Sensor_54,Sensor_55,Sensor_56,Sensor_57,Sensor_58,Sensor_59,Sensor_60,Sensor_61,Sensor_62,Sensor_63,Sensor_64,Sensor_65,Sensor_66,Sensor_67,Sensor_68,Sensor_69,Sensor_70,Sensor_71,Sensor_72,Sensor_73,Sensor_74,Sensor_75,Sensor_76,Sensor_77,Sensor_78,Sensor_79,Sensor_80,Sensor_81,Sensor_82,Sensor_83,Sensor_84,Sensor_85,Sensor_86,Sensor_87,Sensor_88,Sensor_89,Sensor_90,Sensor_91,Sensor_92,Sensor_93,Sensor_94,Sensor_95,Sensor_96,Sensor_97,Sensor_98,Sensor_99,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,X,Y,Z,PPG,RSP
1820,64787,48593,48965,53211,22949,52778,32830,36456,17181,62802,25458,19113,19939,48055,11921,27936,51276,12365,53258,58424,5456,34236,45527,26102,62886,58371,43405,62487,60432,19676,56524,32716,46729,19676,17611,16914,2300,19499,37420,56636,59886,25267,6142,28314,44784,38273,33629,4659,8693,14141,3779,55982,23302,27176,64471,30891,34721,34575,16754,61710,57876,3534,53648,43253,27770,909,13082,9741,12077,35910,60879,10987,26198,45158,32340,48858,44413,45903,19813,49830,20860,21105,14504,19922,41479,9975,60793,44859,42327,23246,27086,64468,12945,23278,41646,26618,61119,48689,7742,3606,2040,40827,3319,44734,24789,6964,62057,24992,59742,43311,25520,46814,21418,6509,14002,60481,21220,18299,16232,13594,58331,43878,29225,1794,6269,49085,43502,7734,189,231,102,0.19139846226325635,0.26867033011964314
1840,19939,679,13474,16374,15952,32059,13021,64318,11552,12894,64010,58167,11253,44904,62102,58863,9674,27926,30987,25953,11347,57971,47506,19982,1096,63389,45629,24996,1965,44251,64596,1901,25267,19858,60184,62190,1441,52230,64652,58667,2654,28109,30276,21092,8908,7646,734,34180,30203,53588,50241,33960,47316,19284,4617,55764,51320,17595,57613,57837,47761,49107,59098,49037,51757,49533,34312,17940,27337,31993,57181,22971,47137,20330,20468,16510,51993,10897,3051,9630,16614,38953,14429,49756,46514,63217,34167,27011,16367,10342,2843,21229,7195,22302,22541,14461,32703,62420,4796,61592,1605,5605,32033,14895,17998,44208,52055,25200,50210,35595,749,64187,29055,59726,5001,4913,51406,25543,36188,10470,59601,64446,41124,57762,42354,56935,19189,60465,13,192,52,0.2370217080725058,0.2559107972001947
1860,50314,58960,3395,30641,5010,30702,53588,10978,6,15321,18104,31351,23993,48658,20388,5577,21338,21292,22373,24332,30434,53376,23523,32118,56166,45463,4447,59086,48618,658,352,58074,51863,15033,56197,8441,43727,19124,6415,10940,3691,59921,21837,25250,48413,55943,16128,63797,1810,21309,50891,28499,4258,48859,63738,53642,36978,62184,38822,30945,56205,6676,14491,14465,64764,27996,23406,29435,11512,34263,59453,33753,16666,21204,3483,13688,12350,63247,50314,54195,21256,35227,1552,3098,33047,12564,54320,55692,13967,14256,53786,48029,361,3888,34460,22596,34323,27563,62728,34505,33759,48107,15759,42923,12956,8536,58560,23203,55153,11526,37201,34237,11720,24212,42584,3109,44137,52327,6652,7276,9381,32088,35418,58815,36864,40915,9687,26481,145,188,183,0.2229455863226551,0.24259179598115632
1880,19714,46922,7935,54167,40708,46612,58409,45940,56681,467,20325,49545,7558,39529,19199,19724,63366,23134,50750,5484,30517,57888,30245,21949,28398,41348,24087,46532,53103,1696,3058,14402,45154,40187,10694,26074,33168,44791,44589,6405,36288,57165,32466,49170,51209,48852,49960,60017,36808,52345,45863,58804,16844,39094,60975,42539,45295,60175,35424,8371,14073,12225,13357,37876,50837,37313,54629,32875,62472,54657,53846,11290,9562,5576,61819,58776,28129,26850,38342,31235,60236,14935,21950,30092,55648,21686,14233,23746,13695,31665,26398,31323,36165,6735,26738,10745,36484,31982,53258,248,55844,1823,24215,758,4002,57175,60651,5325,52364,21495,4123,41111,49051,47073,43067,21258,46805,55568,55784,32230,15199,37424,51766,45400,64835,28688,55248,37125,166,119,118,0.17057272752997463,0.22874137425274488
1900,36665,3252,55487,55185,25484,52148,28873,37487,45749,28705,402,20005,12042,49324,40620,52493,44177,33301,65475,17142,40307,25211,28477,38697,29363,28126,52596,42581,38004,9870,22388,54253,45450,53819,54428,24133,11098,60295,57949,19121,39118,13579,13062,61430,15829,45865,40092,23360,9053,34500,50493,29275,42097,40793,46499,60497,41946,4713,32812,47370,23934,60688,54353,43865,56223,58392,33772,10709,24544,2255,61839,9201,25098,24746,56241,51019,56890,46953,28749,22973,47059,36001,36425,49752,27730,37804,46995,29215,4392,16068,52066,22400,8861,50544,54007,13398,17513,29010,40873,18654,36685,18330,43593,35821,32917,54307,28555,32028,49301,31071,21892,4356,53914,55420,11870,58875,28225,26622,54870,22103,13864,50779,18031,14136,52298,15034,50564,21785,212,142,158,0.10732485961870711,0.21449406118654388
1920,42638,47346,47243,30062,37131,25343,40483,30382,12631,55872,10143,19028,37317,5578,28152,12296,42087,57821,70,13865,27985,22538,12309,29438,1614,10831,23015,9873,34949,6627,14776,43624,61482,45992,54115,2309,5922,52485,53038,41569,9856,35450,46465,20090,39992,22243,10536,9054,19696,64273,39446,25853,16270,5770,46229,27301,13020,38067,17090,37951,28105,35512,58882,15399,12619,28782,37411,34745,17784,42347,58501,32447,21737,62025,48265,16431,21045,38384,55118,14257,56050,34524,29516,18259,45658,16156,44571,21289,56453,8496,17078,29688,4792,59503,8483,9015,49930,8595,40731,52637,54177,19134,23278,27668,47119,54571,18404,29669,65331,14671,24724,34380,23024,5542,57151,13292,53306,18350,29265,58400,35324,40055,19805,37349,57838,5420,39037,50274,191,12,129,0.04546480961028432,0.19982011331616356
1940,58371,29184,63327,17286,5875,52475,5042,21283,42034,32976,62549,7166,32079,60289,33522,36832,40841,56372,29055,19921,47493,43766,51472,44353,15506,44345,30051,3466,43950,25060,65178,28976,46860,5669,19027,45943,17551,40941,4397,29243,4808,63407,19975,55016,47016,51394,2323,62251,41271,62352,65002,57349,65222,30253,19429,24564,66,22617,61633,4494,62261,7367,35651,10968,1577,3550,21840,29812,24017,35272,10506,38493,53469,57274,41707,7106,2246,25624,52814,17002,54566,28399,28626,58175,61095,50043,40251,53719,54672,65013,33651,64105,31750,7443,62197,29022,12485,22339,29919,48919,49882,15547,25391,39093,4999,25899,65331,33781,17919,58887,44007,826,6709,47612,57393,58351,986,61202,46520,5663,45025,3183,1008,34120,16895,46161,18660,39644,50,196,142,-0.008015243226228189,0.18481985603919485
1960,37909,3445,53663,61423,40390,5762,64523,43455,6628,37563,52393,26454,49700,62913,42378,51157,63326,5460,49047,56636,26533,39848,39383,51243,20364,44662,49846,20733,32797,26907,26441,61638,49419,30228,13646,278,31891,25303,22849,40546,5255,42169,11642,480,5893,61160,44332,20027,57253,42623,50423,25957,34812,38624,61709,26037,21443,40442,37206,48433,20316,22615,57364,10317,63392,36901,11361,43894,15539,8382,22911,22822,60975,25150,37953,54948,32094,27603,42236,44058,59560,38989,8736,59852,4776,52185,29409,9505,11681,56446,56149,125,43020,30278,60955,40304,31195,31031,1606,22512,65166,45788,39895,40696,13637,43526,16613,27149,61034,12575,27228,43003,6062,10849,17673,17300,17750,59280,32750,41444,48756,32265,15059,38270,3274,40556,48316,21218,167,202,168,-0.055059182844143795,0.1695697349256529
1980,59469,36903,22780,54373,11928,60295,62047,63321,11008,46866,16816,44289,50916,22603,10536,53104,34869,39515,33150,5384,41370,53851,6932,15101,17603,36979,61636,19837,21041,42126,48747,37514,64506,4733,61413,9132,27572,31037,54548,22089,56826,9427,40052,4218,2681,64016,17391,43767,43879,36615,49598,584,5678,7953,42643,41845,25070,29745,40357,58351,59021,52455,38423,52385,34959,56484,40810,54316,22502,1071,40462,62017,4658,37654,48223,42545,21579,31057,32565,32775,57270,42579,27981,21894,30420,52517,32807,18060,37910,60057,5540,50498,42741,51573,57145,28593,1099,39499,58441,32033,8731,3694,38242,44100,7048,533,60241,61801,64614,53606,1849,32196,52213,10850,51911,20280,22341,65138,102,59813,4161,12420,47206,34200,20393,44327,49996,16350,164,155,89,-0.09906829981315785,0.15410511940562863
2000,8231,46896,57919,35165,40341,8754,23320,54367,44179,19076,34484,11757,27482,18026,54457,35746,50771,29463,40093,36662,25460,45823,33512,62836,19726,31858,49972,42179,30064,21430,38507,7614,39744,42133,62753,2467,59137,62814,58807,63741,48149,1634,64188,4766,64803,2170,36101,36046,371,41054,31918,61386,35629,33983,46231,45457,17576,18489,60276,22809,6360,27799,61472,36680,18490,22420,7743,1588,40191,6309,5725,5184,5205,50239,22104,64727,2259,49609,23045,24637,4100,37309,11610,51708,49700,50163,6325,58615,26780,29745,40000,58860,44646,42555,28428,15297,36121,65107,59557,26140,16746,15191,49204,50951,56252,21949,7074,32710,3845,60947,36219,34252,14301,37190,3955,37374,56153,64213,58408,52166,2911,29900,34297,44862,50671,65326,46377,28421,217,66,197,-0.13707591415049597,0.13850276628703093
2020,45328,65307,13653,64161,48425,4520,21900,27508,24073,27331,7640,60872,50978,38448,3916,46051,60320,4140,50095,3824,42510,19934,60323,27742,62933,65216,52843,40662,43291,53358,65408,16886,15660,37384,48432,19152,17405,9434,22331,63711,27137,54424,177,23417,14074,15092,52518,117,60297,38754,49441,3300,57672,34625,39770,10865,59102,44755,1420,28394,33730,25234,59724,10451,7644,40226,54903,28867,46661,12842,15704,12552,63387,61758,63718,5249,16017,32188,63256,48396,61947,62560,18824,23327,33064,58036,2557,7453,61954,54117,29026,56331,57876,57990,31449,21830,27236,37055,63572,2474,1522,46918,45221,50444,34168,59342,21305,4537,55710,52422,30371,8833,35779,1740,22355,31400,28156,30691,1254,64728,32438,40439,29491,22793,25149,37136,59829,11979,220,85,208,-0.16390929424144324,0.1227746536618814
2040,48416,15784,42262,5340,23913,26736,55963,40600,38797,59976,34335,23058,31030,9697,19205,26908,19991,61739,43230,52326,51262,53123,22951,23241,24130,21193,9794,42145,29341,44899,31509,248,48231,45807,49871,43603,20500,37707,46476,6810,5381,19706,17858,41637,17494,32326,44319,53707,61197,46251,19596,37736,9197,61069,44632,59948,33872,40893,41421,54493,41746,43568,37403,9575,53984,42539,64006,19636,18796,4557,49979,22506,54506,52733,16889,20132,15312,63754,49466,64672,43660,20448,4094,19965,32062,58718,5563,19098,65253,62514,63712,34384,5677,2389,17957,65237,19090,25204,55098,11273,38284,51114,49309,38103,11260,35882,33348,22065,57262,53893,17251,48277,40359,60172,57750,29846,4137,38665,16657,37456,56462,1915,49879,30313,49276,59896,64678,21154,147,51,56,-0.17541824910739098,0.10707667392255595
2060,11145,23,57418,63476,36033,35687,61541,6871,52025,44893,7952,58209,45030,9462,39469,30277,57359,51063,11153,6809,45278,61972,50368,55255,49747,38786,60307,52700,30128,372,15330,25382,39984,7696,44710,33614,63101,58799,9021,12931,459,15310,52975,45494,15875,29953,16834,21402,53630,24033,63731,11504,7113,19948,11789,61286,63882,16677,34066,30931,17402,15492,45423,49005,39303,18695,3268,43567,44451,60733,13718,39537,1088,56232,48209,14142,11627,46096,3201,3319,40447,52776,20577,12714,59983,29309,24826,54926,7108,45338,23741,48045,27666,31026,9331,26706,20635,33214,51147,59186,56521,22593,49350,1751,31801,16636,9506,40902,52058,59390,42546,7220,18097,56596,59121,44512,54020,21555,4681,12672,42075,46975,23623,52429,6950,62389,41825,7302,231,114,58,-0.16972168028196907,0.09141582477497717
2080,61314,8938,31971,39165,41879,43507,15457,50073,62869,2649,45905,9742,32360,35895,4597,6303,14010,22893,51332,33809,4511,50873,63689,18312,63144,10940,13975,8189,1458,57643,30492,44633,64822,20188,47351,26948,48451,9624,39843,3767,13411,62461,11332,35739,31294,53912,21756,13437,37270,18874,45317,30137,11808,11383,4920,55114,5635,13017,437,53001,341,55747,17677,53352,1732,39092,34897,64467,19923,15758,59343,10386,5477,64567,31227,5090,51318,64576,19586,582,49636,15608,61249,63907,46865,45458,48137,17581,1563,326,59652,9804,57094,25060,4485,19236,13351,11050,15228,39214,14217,4157,45194,57414,41151,55917,14866,16482,6031,61040,47500,28463,4917,36911,48590,30505,22465,24942,16265,65172,42563,38866,55483,51427,51391,36399,21082,15135,65,251,103,-0.14965568716071032,0.07580333613629134
2100,57751,1192,51441,442,35937,49133,56170,46334,17992,43404,20926,16378,59173,9179,24998,5578,13346,7760,28909,38545,11194,4873,34090,48380,4696,46146,9847,57697,32217,5533,64976,30533,61422,53612,17649,1578,35785,11891,31838,2976,31961,9944,7824,48112,37828,54109,30782,48798,459,8636,47559,33887,55640,17947,51337,8679,19608,43951,3030,13519,63943,41118,40107,51374,22519,32129,26364,42288,23786,8034,37595,47700,17926,51947,41850,45337,54872,40561,55087,39028,42245,18730,58605,47086,46805,3094,41042,44595,59166,8966,51816,10560,62714,33826,53385,52574,23077,43123,42390,41463,51666,61204,23327,19068,30911,38504,35422,29312,27717,14069,58217,50769,32747,54323,12664,13751,3051,59335,48813,7154,47807,20613,43840,4888,6297,61268,32517,44675,251,156,74,-0.11892497631687603,0.06028280399852915
2120,33449,2576,35739,42348,65104,2620,20033,21048,39061,24773,17979,16638,15664,14020,37919,23818,6350,11820,16952,31536,35227,32845,39666,26116,37048,38371,57882,63387,39157,24576,23723,65243,59299,27951,51800,1439,18092,19018,13381,18295,48240,59891,22050,60725,4544,50052,3410,54894,1492,34818,51446,32354,24798,18542,28597,41807,8697,44244,12496,26993,39321,53165,28482,14079,14754,29277,64178,40718,39240,11386,49569,6649,24928,34065,21033,56238,63588,10361,42379,50580,20525,46419,63812,63706,10388,31786,49241,22692,13192,62884,47924,15670,28988,26966,49239,32151,59393,44532,8601,59127,1736,60709,18332,62362,27019,8518,63764,33272,44235,3756,53835,59613,22178,42735,58244,33189,9741,61305,1618,57453,51956,19759,25973,13995,23327,9015,47509,59943,134,42,96,-0.08100012128364766,0.04490980101167903
2140,2318,14640,64480,63355,64060,49509,51004,28589,17654,10663,44886,48815,6819,21929,4042,19941,39992,21693,48598,46433,56307,65409,60595,26439,58528,37451,8844,50404,10876,9063,9486,3794,22059,64156,51591,45438,16236,31826,60117,28980,21832,10600,28228,23743,29774,64753,7505,29439,7560,57682,14687,8045,58252,2143,13433,13859,33026,413,18089,7442,43283,29726,39961,52467,50668,11078,12704,3341,50971,62947,42857,7302,11118,21952,51140,33944,49447,26115,21656,3703,45453,10830,60596,4287,64289,53635,12129,26334,39888,49883,7423,58724,28964,61857,15607,44064,52533,23412,43718,30833,30816,49710,9632,59735,23799,25673,55817,46830,17763,6852,30633,13172,26281,39779,63138,64380,22276,55153,49399,36810,705,49868,38911,40210,53411,8697,43644,26645,215,64,36,-0.03917560704334008,0.029627166672960007
2160,55054,46804,28334,6274,6538,41251,3800,53647,43959,25774,49675,38173,38124,26376,26410,13832,28523,23138,46212,14738,55651,28096,58435,59686,25537,55556,11318,42535,6989,1327,16609,57742,60802,53890,33751,48763,54482,16348,23857,60294,63955,34818,16210,16734,3772,32358,21712,37380,40159,62305,65202,58262,41530,16618,27951,20555,43921,41552,31378,33206,35763,40530,40157,55329,17111,29921,2841,14953,50161,9641,52473,62604,4444,2755,34543,17918,35902,18440,45606,26441,43734,57140,16127,5422,61732,42649,54451,6536,32091,12796,57159,62530,49981,36396,230,39893,36954,41849,7874,62756,60789,55555,4326,51363,42925,35253,18397,18366,17609,43280,50909,6931,13214,48870,61610,3401,13319,57831,61379,51293,48393,32284,21039,52947,63217,44895,15550,40493,78,100,89,0.0031889338588791108,0.014564088184714797
2180,40814,58501,56470,598,47521,55725,41923,55273,19605,11535,13744,65513,47036,9104,56171,47415,44988,20825,18443,29238,13073,27497,54494,22928,2408,50436,40389,58097,53226,59758,33492,22975,21828,19179,33714,42107,32221,58819,61474,54330,48728,56432,9474,25409,41846,38581,24345,50957,1152,57144,48885,22505,56987,62140,29407,41966,24465,9359,23137,41608,63700,58339,27023,28431,16668,31068,46796,12360,57797,14593,27773,50588,15703,36085,38505,62432,45556,31969,51738,23384,55081,25386,2421,25539,7458,51758,64603,27280,59960,12119,50140,3335,2689,43799,44176,39271,26207,5862,30260,56569,25473,36481,42179,22860,33906,923,46161,29649,44221,11199,62236,51777,7303,47689,53940,23511,2178,8576,29630,27301,60698,20302,54851,40879,8670,58246,58012,11929,214,168,196,0.0426681874036886,-0.0003153233664196646
2200,48216,39389,54506,6072,29741,10564,45558,8577,15351,43330,60989,56856,47005,6448,48951,25670,16433,39855,8136,33539,35359,64660,987,44608,22716,36687,25791,39461,20307,53054,25588,3129,27270,65085,56024,41182,45985,40825,9654,49279,56215,13922,46921,60256,63988,37433,54949,46701,45010,53675,30254,53035,54782,41974,6882,51907,513,26782,24977,20073,11028,41539,36834,39324,56516,31614,56827,20439,19088,15954,18490,36462,4035,12984,1595,33491,4108,17632,334,19385,37539,4647,53475,19776,43486,53484,12902,4638,4093,43744,59904,21308,58772,19312,14705,21229,42847,53609,28154,34807,18129,64098,65025,57553,58873,7101,21117,12508,47146,38745,52741,53311,11768,59301,48027,49768,30304,47674,55951,54556,4582,53801,43217,61522,31844,47481,32380,36371,36,129,189,0.07585261734105966,-0.014979466655614646
2220,38670,52965,22862,54739,13149,60631,44524,25854,53965,50804,18234,21687,57918,53482,29676,53302,37349,39827,8480,35267,21830,59943,50701,24471,56206,7246,60616,41669,6967,27340,20801,3868,13367,42946,5428,54280,58073,34927,54902,16474,59863,32440,34574,22656,34094,62920,37782,65488,8598,50653,18718,50965,56629,46131,39390,8876,34194,51506,4421,43054,39914,21995,7568,50920,58427,9939,33540,32495,65455,21109,54658,24408,7515,23893,65434,20805,17463,25648,47403,14110,21113,16469,50917,7390,49446,5848,6816,54209,21186,38108,46605,24529,35739,64188,61535,2291,5296,26286,29132,35086,11378,52784,50657,6749,2439,29555,16039,44168,52338,64498,58812,62697,51899,37217,27966,33449,799,22641,32672,15467,11134,57524,20762,26768,56777,44439,18191,17272,44,63,107,0.09935455033558135,-0.029376397275380144
2240,28180,46999,4647,45244,49052,4501,3164,854,23129,16285,30276,23094,43168,15685,57984,32662,53792,53124,49986,44643,38118,10312,8240,42335,55157,48904,48797,62129,2945,8611,2258,18242,24582,39861,55517,25369,18540,4728,41736,16519,51889,4719,11753,47004,60797,48616,62980,18826,5790,64590,2457,50621,19450,9998,62361,32477,35891,26195,18101,40027,64842,48765,11811,46763,60832,2676,39895,4033,19285,52139,52280,33106,45975,36529,60168,64650,20266,28374,41007,11349,50796,57286,7256,54852,61204,18615,60767,51539,50693,46011,18798,22072,5067,11745,63319,50157,59648,18193,30303,15743,53122,6215,55895,28881,41457,55417,41839,8269,32710,35193,14468,4432,19337,2299,37597,3049,19253,414,3808,41620,46223,17210,12692,14016,22043,30895,47651,62893,236,99,172,0.10977723722485642,-0.043510072210641196
2260,25989,26949,7067,10596,8161,54968,63509,2476,13537,24996,19008,10240,52100,14375,22096,1946,49150,28670,559,36673,39287,1581,38858,29286,11071,32051,368,64485,37026,64623,48207,17932,9158,53854,20388,10115,48783,16322,1867,23230,7312,60388,59673,38527,47531,32640,48085,35676,41597,64928,25018,36282,17130,61259,47092,39949,48830,52229,9614,11251,27830,35744,30986,42477,55935,6101,28119,3572,26730,32064,18496,17364,62640,5127,59041,15906,10745,28839,58088,3839,23314,39475,35868,21965,45620,18218,24169,64460,19658,49567,58638,36413,47814,54027,31868,30436,44382,51155,7754,7422,11438,26660,19686,30078,9929,53737,25688,48525,41432,47117,19673,52043,53911,16262,48600,61687,48231,17276,33208,25600,35760,64146,28780,46676,38769,16105,7068,51678,153,216,48,0.10476334438060675,-0.057343278343082504
2280,1357,31809,32010,11994,24360,10085,64583,62296,4098,5111,13072,15423,60467,15069,48447,52246,50159,48732,38296,59569,49162,52854,9221,3005,33955,38633,31120,36008,54156,12418,18656,14538,1739,30866,52240,24306,19505,23619,14996,22581,31581,55842,54838,47052,58311,44873,21331,30793,39688,42397,45085,44359,59832,32376,55245,48008,47594,10841,40182,1000,49499,32531,64556,50186,21456,62596,22824,58184,25265,36932,23010,35013,41344,14496,54903,3828,60219,34660,62068,27662,24376,19938,9456,21751,23132,33450,20111,33644,41834,32124,60695,3187,61555,8681,8314,39964,38051,58212,63539,55932,36982,24901,33509,33419,46191,18990,9063,51139,27214,10349,49574,19229,21398,799,31006,42863,4157,26962,65075,63802,10227,5298,65453,60831,63648,56609,13388,30708,75,122,5,0.08646189999030232,-0.07090046553083641
2300,57136,52992,6436,58745,51290,15827,34516,17069,15427,49035,38728,16929,55709,44056,52661,31305,11387,60379,35234,23609,6657,20738,32302,10766,61517,60608,39527,61748,40866,36580,6591,21962,44511,50237,51964,10083,16945,18622,48243,47120,41806,21644,33736,19688,40811,24066,61538,2837,64985,55134,57758,42370,41148,34456,36698,30122,33169,13715,22495,53493,44546,47099,14748,64558,34688,62218,18196,34185,6511,5738,22494,56256,9225,15108,22789,51019,13367,58435,48907,10916,51806,20837,35468,45114,48029,36893,1445,9283,22667,9846,22825,14782,13090,24302,3948,36187,23249,62108,60466,56192,22142,61538,19030,41117,47096,33656,64299,17457,1487,36983,25607,44826,10597,35733,27992,44907,34897,6963,36445,25356,49349,53383,43528,26707,54064,42312,19629,42025,11,41,59,0.058255378531209386,-0.08421604266152477
2320,34708,4358,14456,37258,46526,48188,26524,31198,62239,64185,13448,8208,23534,18828,24824,8,38145,16759,3311,38146,33315,5710,60983,48583,53733,26723,8061,46022,40698,7337,3212,48799,53881,40371,65019,55873,42919,732,39753,17488,32212,18872,31408,56699,52560,27308,20649,18578,38001,34248,42943,23883,56158,11303,42650,33572,31072,15701,1931,9962,31007,39560,61569,26517,59848,13580,45098,24278,10297,33169,31239,42060,25719,14135,26304,26984,62624,54806,52523,1889,49466,14999,21741,52563,42181,23336,7715,34263,4646,46968,42188,19129,55600,19072,60329,57954,52335,5069,6606,25546,54843,59766,57513,41781,27997,17440,28314,19932,40011,54949,10574,63053,25939,12645,25192,36677,8288,9983,23042,6923,21551,33553,33156,41560,57647,49117,58489,14561,44,1,34,0.023467089947185094,-0.09741521586499062
